Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-01 09:30:00-04:00,229.5500030517578,229.6199951171875,224.5399932861328,225.32000732421875,22117012,0.0,0.0
2024-10-01 11:00:00-04:00,225.2899932861328,225.94000244140625,224.52000427246094,225.31300354003906,9143659,0.0,0.0
2024-10-01 12:30:00-04:00,225.3000030517578,225.39500427246094,223.74000549316406,225.1300048828125,6865368,0.0,0.0
2024-10-01 14:00:00-04:00,225.1199951171875,226.1884002685547,225.06260681152344,226.1501007080078,6082011,0.0,0.0
2024-10-01 15:30:00-04:00,226.14999389648438,226.33999633789062,225.87570190429688,226.25999450683594,5044106,0.0,0.0
2024-10-02 09:30:00-04:00,225.6999969482422,226.38999938964844,223.02999877929688,226.0800018310547,12073686,0.0,0.0
2024-10-02 11:00:00-04:00,226.0850067138672,227.0500030517578,225.91000366210938,226.95199584960938,5852847,0.0,0.0
2024-10-02 12:30:00-04:00,226.9499969482422,227.13999938964844,226.35000610351562,227.11599731445312,3460211,0.0,0.0
2024-10-02 14:00:00-04:00,227.11000061035156,227.3300018310547,226.4600067138672,227.24000549316406,3236508,0.0,0.0
2024-10-02 15:30:00-04:00,227.22500610351562,227.3699951171875,226.69009399414062,226.80999755859375,2793983,0.0,0.0
2024-10-03 09:30:00-04:00,225.24000549316406,226.8000030517578,224.26499938964844,224.33999633789062,8693740,0.0,0.0
2024-10-03 11:00:00-04:00,224.32000732421875,225.3699951171875,224.28199768066406,225.07119750976562,4957072,0.0,0.0
2024-10-03 12:30:00-04:00,225.08999633789062,225.09629821777344,223.3238983154297,224.3000030517578,4433116,0.0,0.0
2024-10-03 14:00:00-04:00,224.3000030517578,224.40989685058594,223.50010681152344,223.6999969482422,3351052,0.0,0.0
2024-10-03 15:30:00-04:00,223.7100067138672,225.83999633789062,223.66000366210938,225.6699981689453,5709739,0.0,0.0
2024-10-04 09:30:00-04:00,227.88999938964844,228.0,224.13999938964844,225.10879516601562,10758827,0.0,0.0
2024-10-04 11:00:00-04:00,225.10000610351562,225.57000732421875,224.32000732421875,224.9499969482422,4881224,0.0,0.0
2024-10-04 12:30:00-04:00,224.9571075439453,225.47999572753906,224.5500030517578,224.8800048828125,3250338,0.0,0.0
2024-10-04 14:00:00-04:00,224.88999938964844,226.19000244140625,224.63999938964844,226.09010314941406,4288421,0.0,0.0
2024-10-04 15:30:00-04:00,226.09500122070312,226.97999572753906,225.92999267578125,226.77999877929688,4791908,0.0,0.0
2024-10-07 09:30:00-04:00,224.4600067138672,225.69000244140625,224.05499267578125,225.3000030517578,9385292,0.0,0.0
2024-10-07 11:00:00-04:00,225.30999755859375,225.30999755859375,224.47999572753906,225.00999450683594,1422975,0.0,0.0
